Id,SalePrice
1461,127128.1143857337
1462,167979.98526571065
1463,190089.70085904002
1464,193611.86604607172
1465,183578.19964834122
1466,168224.48028288977
1467,162744.06461802832
1468,162581.8993737272
1469,172272.56894569466
1470,120801.88988904502
1471,186831.47403471524
1472,82192.87471053128
1473,91432.80909653775
1474,128758.67442408162
1475,110565.48469826842
1476,331343.2110769244
1477,234063.68465034539
1478,251874.1388396734
1479,255356.36340588218
1480,528748.263869802
1481,323310.8746317354
1482,195648.71245425244
1483,179523.61630584448
1484,169367.91945510253
1485,180653.35703043558
1486,197775.13783028754
1487,368812.41513529734
1488,225663.8846395126
1489,188897.16758924417
1490,246842.52290668656
1491,185250.59603443553
1492,90774.21998530677
1493,183782.8864389533
1494,265884.9708634748
1495,267072.08512225567
1496,234505.291775435
1497,177061.00890655638
1498,152899.57347625186
1499,146970.58375768826
1500,149569.21313399155
1501,169613.04608175077
1502,147627.0174449048
1503,297626.67152362433
1504,219049.02889909942
1505,225287.93448953514
1506,188243.20385652388
1507,268474.106134392
1508,198946.50614103323
1509,147282.37042836347
1510,146724.57054410878
1511,150477.46267483477
1512,180572.02167013558
1513,141122.80816507092
1514,159731.8239264658
1515,191903.90658146844
1516,152957.2334247576
1517,158033.5938266667
1518,139552.0461167875
1519,206476.48503395737
1520,134396.97152592053
1521,139192.98443362684
1522,175251.00083213704
1523,111546.10219328017
1524,113420.38232723715
1525,120164.71678835557
1526,112427.9068903165
1527,101280.88237683025
1528,125216.95487171845
1529,139342.97976512846
1530,179252.78605100818
1531,132209.1124379521
1532,99480.4876085813
1533,150943.29711145288
1534,111812.81260781248
1535,151804.19391978226
1536,107539.50850473759
1537,74860.58308532715
1538,132048.41368102515
1539,174996.6220980996
1540,130994.57335922825
1541,132108.07962026887
1542,141601.4923150073
1543,170968.90309634196
1544,79874.1472509024
1545,110899.6759364661
1546,118533.73442729523
1547,135437.335204142
1548,119747.69920488498
1549,114385.6736518645
1550,133616.6285228686
1551,110967.43857615197
1552,153158.1820432889
1553,155828.0808790423
1554,108487.77603381322
1555,161032.29796904078
1556,101553.67680938628
1557,117734.83087902605
1558,106581.38154052371
1559,120681.84234349705
1560,133258.10021771025
1561,136343.9302444984
1562,123271.13727147192
1563,120423.59136813403
1564,165344.58234920088
1565,155036.07943701392
1566,216257.90514185125
1567,82467.35386150792
1568,245852.84228326436
1569,158039.12763516037
1570,131292.23679342194
1571,113186.26389235699
1572,145100.65405128486
1573,270209.6827447579
1574,125573.73712466976
1575,247668.88632043908
1576,246114.50666801367
1577,174986.096767727
1578,134015.03689426515
1579,146235.51313123782
1580,180019.60222185872
1581,159898.71421901908
1582,111551.35108731054
1583,324774.87726398767
1584,220960.53911740897
1585,157662.05292803826
1586,74255.26122559558
1587,105753.98473631484
1588,154632.4485204227
1589,116895.18480294978
1590,117651.10470999645
1591,105608.24761340115
1592,120755.96252165992
1593,111836.77987085245
1594,136501.99389692524
1595,130372.78184694759
1596,199050.2422377389
1597,185193.2135148753
1598,202782.7180950589
1599,167751.00785293902
1600,164595.19825453847
1601,72102.03454334926
1602,123705.28355750449
1603,94381.00159999284
1604,257605.91116695353
1605,225174.6899733406
1606,143116.09407196776
1607,175262.80369000646
1608,191425.80889780834
1609,170322.06042787884
1610,152238.8859902127
1611,126615.01109794776
1612,173247.69121283866
1613,162214.7004985628
1614,132511.12218432102
1615,89986.62513382237
1616,90553.58916775438
1617,94449.27931229529
1618,112675.0464178737
1619,145726.9855952148
1620,172913.33270234708
1621,137046.81575518212
1622,148535.64838778696
1623,237541.52745131066
1624,235189.08116211634
1625,118081.92667187247
1626,161319.35866482416
1627,188351.2509932768
1628,280292.0210689781
1629,160650.4838033977
1630,397328.51654061716
1631,190423.59980777584
1632,228532.5744037735
1633,165798.75348211374
1634,184880.35403343593
1635,171149.21330840487
1636,145303.85917254718
1637,208329.2502406575
1638,182909.5408418896
1639,171598.18474912443
1640,235478.81031028848
1641,165214.32633413715
1642,227013.1856748648
1643,222220.09147087124
1644,213223.57345483443
1645,218573.0085077594
1646,143259.83879419457
1647,135575.0833340774
1648,128003.50566770598
1649,127556.32410165752
1650,116239.84473021152
1651,111617.48143699788
1652,88352.13436566734
1653,87779.96200511065
1654,127445.50189715014
1655,129775.82450858236
1656,130095.62109773807
1657,125538.7092243989
1658,135928.68355786955
1659,104854.57137425996
1660,147616.1748222362
1661,431351.51221486926
1662,393022.10141712707
1663,365760.8619613909
1664,506228.68880042067
1665,260434.37898274863
1666,344374.4374135438
1667,384032.9381171371
1668,308711.5147658963
1669,260137.65408536012
1670,308372.95122072636
1671,278310.0360731096
1672,462087.17799818376
1673,279729.7284682802
1674,236688.02637940238
1675,201713.48853533439
1676,210939.03264590973
1677,201749.94958125285
1678,505727.39691656595
1679,389510.38630871876
1680,293235.47206678893
1681,209445.32301343864
1682,297685.0359914459
1683,186661.4824135928
1684,172769.68392912272
1685,178994.69493673823
1686,173910.41333949286
1687,168003.62274981014
1688,195255.49244224528
1689,191680.94679272792
1690,187913.53696090882
1691,179031.94995941463
1692,241636.58160199373
1693,172410.86959303656
1694,177411.5072705878
1695,153201.43172935315
1696,274792.81146761135
1697,155659.24584625187
1698,354257.43749233487
1699,273266.68781167944
1700,238563.63212607268
1701,261426.81820069262
1702,248183.1286858938
1703,224085.33945415207
1704,286771.0357129611
1705,223231.72531290134
1706,472907.4871005886
1707,211350.54815197855
1708,194801.71424534442
1709,250737.06959750035
1710,215931.30265416575
1711,252430.59260792425
1712,260513.73510557858
1713,265517.03344583965
1714,218754.72004776212
1715,203412.6763637915
1716,162411.01665101846
1717,162171.32789855512
1718,134036.97291573987
1719,201507.1687389103
1720,209176.11209299375
1721,148544.38657242313
1722,131604.34975952894
1723,153607.94460871696
1724,208574.8217767965
1725,235851.46905998318
1726,188342.20466339044
1727,159731.9627347629
1728,180332.25688929102
1729,153694.4800823145
1730,148535.02327669165
1731,125529.6516177414
1732,125232.68769109719
1733,118317.84347192461
1734,118757.1062458523
1735,124360.28801891356
1736,112893.27117963288
1737,339833.3547750419
1738,207558.58277956056
1739,243733.62868807462
1740,265766.7481474236
1741,215768.1222245683
1742,162634.7864140147
1743,162939.53822014062
1744,296598.31360768224
1745,192294.03513424192
1746,191861.52503656904
1747,204439.72288646913
1748,239875.96339638313
1749,143898.68820763836
1750,132311.39214508617
1751,243149.6552146504
1752,115133.45286485399
1753,148724.28231173483
1754,195022.7032709653
1755,170437.61598031822
1756,127952.5615629436
1757,108229.24419846156
1758,147796.80109517963
1759,149645.78692194418
1760,159610.62474038298
1761,151021.19936522775
1762,179262.9823570111
1763,160829.6554898655
1764,114475.0651692135
1765,172364.12020566038
1766,189069.62146872256
1767,231992.15257326458
1768,136641.8690698018
1769,146604.2282159025
1770,135891.2392896418
1771,125322.26244341828
1772,134493.82745118396
1773,131292.66360102146
1774,174022.87210239595
1775,124722.97711942914
1776,129486.30356482412
1777,103671.15813083356
1778,135581.5694024091
1779,122434.12118991428
1780,155918.0380427285
1781,122228.44228493534
1782,90300.32200311586
1783,142932.86900961303
1784,111634.60351589434
1785,118719.1215718838
1786,151104.53750476337
1787,161542.26947941515
1788,72900.20830280647
1789,101378.03667636593
1790,90840.59745150794
1791,226130.592848664
1792,150804.18816416574
1793,130109.65243643719
1794,135614.16120497484
1795,123373.66216901004
1796,124207.09197262234
1797,131398.58184843572
1798,116794.43605451057
1799,100172.84666997423
1800,125145.30191915623
1801,116428.55158494403
1802,113618.57040851151
1803,158294.4205596226
1804,135906.05757934603
1805,124647.31292734681
1806,115171.63329245512
1807,138762.8084277212
1808,121003.04696176489
1809,131701.16691513945
1810,135514.91510369055
1811,101317.51115539881
1812,112987.99369989075
1813,112125.57037275983
1814,89951.40337584242
1815,61245.1826707716
1816,99769.99444767575
1817,134970.951079565
1818,159982.49894436804
1819,118222.40191417314
1820,82573.3965879228
1821,108709.987671336
1822,145722.5624715351
1823,67131.4069826093
1824,131806.66831766625
1825,121154.60081687318
1826,116945.53486964497
1827,101673.73786295608
1828,131355.03223663828
1829,124243.52675482021
1830,145110.99450341737
1831,131904.23394359983
1832,120228.12320151072
1833,142913.3033896859
1834,128688.24715576219
1835,122010.42990375024
1836,130072.3769098333
1837,113247.84269688379
1838,126287.8660361408
1839,88807.61183595691
1840,140851.64707590267
1841,137274.46379059704
1842,93356.48984658577
1843,130589.04382885074
1844,127786.4753327613
1845,146923.3058536453
1846,149783.39540413718
1847,162471.66177038325
1848,70583.06731231693
1849,133502.80294001303
1850,112586.07448586811
1851,146716.42579442725
1852,115131.72112127442
1853,142845.42178083982
1854,156101.57630283388
1855,154087.33201371712
1856,215207.36472519048
1857,173925.3288532306
1858,143986.05340757265
1859,113163.9912618492
1860,155210.57002753258
1861,112414.48672298626
1862,293390.55129388947
1863,250067.50386002593
1864,250426.09151970947
1865,323649.6846442793
1866,301607.7651449371
1867,219223.63396317593
1868,316667.64016395307
1869,197514.7346705442
1870,210801.95565061984
1871,230323.01580086196
1872,175294.5536074254
1873,248662.4313126427
1874,147467.63416673025
1875,193316.7172839459
1876,194170.58436652194
1877,207085.0904964518
1878,209589.97491335854
1879,139235.0146285742
1880,119923.0727566417
1881,282133.1007064457
1882,249746.13070283397
1883,186686.43720679425
1884,201010.57297859868
1885,227481.16075821518
1886,275494.9563974773
1887,208325.80902833334
1888,279316.08190362604
1889,169962.41180836948
1890,122507.10785200284
1891,137004.50576362808
1892,98914.41602480326
1893,140851.0893298124
1894,132472.37945903276
1895,143042.65121620105
1896,124389.00678493267
1897,124352.3078921225
1898,100488.00086538417
1899,135573.45933019748
1900,130958.96974328715
1901,158821.88655332313
1902,163697.45834349617
1903,191501.35177158806
1904,141427.59613887608
1905,182369.21030173168
1906,148275.11587888753
1907,222046.53003171043
1908,90823.21302808354
1909,116946.05467842559
1910,109517.44600764985
1911,195251.05948947903
1912,285483.52007800364
1913,144187.47560184053
1914,73713.78435054417
1915,280409.98567674914
1916,117269.32812644073
1917,229626.38166530948
1918,128264.81702884093
1919,159791.7573056132
1920,153695.38025182553
1921,394402.49312882836
1922,297303.8247770616
1923,217608.3816651109
1924,227400.6375381277
1925,214137.43478005586
1926,383182.6727824962
1927,131250.21845907904
1928,151166.49913567063
1929,119464.88082599612
1930,131560.44668105428
1931,132835.81708659977
1932,136695.40512672384
1933,190787.02360305146
1934,179137.2677239462
1935,168840.803562295
1936,193301.34864921917
1937,168247.5975215039
1938,163230.4396045333
1939,228743.87757813509
1940,184444.1803637692
1941,169275.34052074232
1942,180309.6458012885
1943,184082.87651575927
1944,307995.0680649913
1945,340054.7298296419
1946,114717.52847491654
1947,251729.98292607974
1948,162367.50052225692
1949,230071.60902005254
1950,162858.50376213863
1951,263478.26458518626
1952,198706.58984284967
1953,171348.8096455486
1954,171175.926063583
1955,129221.40452378617
1956,388453.91387171135
1957,142729.3717608221
1958,309005.1036657503
1959,154048.18806560207
1960,109432.55267656219
1961,120599.47091585957
1962,86584.90542389617
1963,87284.91476088158
1964,99253.1462865105
1965,134308.2740069287
1966,129564.81842970439
1967,288427.04473840573
1968,409189.39589493175
1969,367129.0411457636
1970,440298.96443709277
1971,480384.28629319236
1972,371844.3699956705
1973,248899.99398633256
1974,316461.9828160207
1975,542577.7462493462
1976,257155.03719550098
1977,380437.97340860765
1978,355662.2336624388
1979,291036.43243053794
1980,182021.548164395
1981,317635.32595299004
1982,195108.88129127148
1983,182469.91568057277
1984,164371.17361340692
1985,220636.65369447487
1986,213369.97294600468
1987,180590.19468113835
1988,177748.7167340401
1989,196377.85631669036
1990,207308.84913427374
1991,216139.4456060643
1992,215827.44011285008
1993,172162.57891794413
1994,245964.34379207017
1995,180798.5592245634
1996,244763.17618001523
1997,274582.8462706514
1998,356940.4525919107
1999,254045.62106012713
2000,296320.9984808842
2001,252867.10716604322
2002,218918.21541668556
2003,251897.23940801178
2004,278550.2911546979
2005,199072.87795377406
2006,203158.93586721548
2007,239203.4127065349
2008,211498.13358832317
2009,196585.54917505535
2010,183633.52132621815
2011,141094.3700730512
2012,160352.31225123172
2013,185418.39283585138
2014,189582.0181806331
2015,220677.80154450433
2016,193003.64249692255
2017,186728.68179242042
2018,133984.57441782244
2019,118678.90255116973
2020,97945.80333769099
2021,106557.55837865862
2022,177801.00643174976
2023,153948.60548161002
2024,262943.64997984143
2025,342022.01099996443
2026,175721.77411914803
2027,148462.1187503576
2028,152126.08096216756
2029,147049.41285834005
2030,246591.9924783973
2031,210223.899605997
2032,232693.44748956736
2033,238967.27749188765
2034,153303.89827912112
2035,206860.58643158906
2036,168943.65210745312
2037,172487.4390156697
2038,248098.2824094581
2039,200491.98290935153
2040,352562.4776295187
2041,241633.77012652773
2042,195714.7748517195
2043,169939.8865189083
2044,172391.47224836858
2045,182915.4460405646
2046,144793.87958852638
2047,142107.12957352973
2048,128960.19750912872
2049,145193.11261578984
2050,165705.27844209972
2051,116199.68218542873
2052,121061.65079669478
2053,137974.50151010274
2054,98125.58275357688
2055,151514.9168202949
2056,126914.87338082613
2057,117930.7708942282
2058,207916.54900042366
2059,132797.87973104065
2060,169859.3058503062
2061,167774.8817650462
2062,128520.47594688152
2063,112269.49181051273
2064,130305.25010887538
2065,117482.60001901799
2066,158424.50918540588
2067,127277.97394246765
2068,143032.47055125973
2069,88561.4847550059
2070,108437.78349161554
2071,99716.58550018047
2072,145498.36968322893
2073,126979.62859918032
2074,155933.69366852616
2075,138928.9800367198
2076,106456.04924490915
2077,143780.7626549885
2078,120061.01199265706
2079,125535.64284106328
2080,98035.9051083237
2081,119006.46746086281
2082,131358.8302011063
2083,141660.68884341783
2084,95025.08007223952
2085,110162.52051088632
2086,105651.38654048218
2087,116134.76155910867
2088,104095.67950400533
2089,79599.46509278326
2090,120422.84677821962
2091,109434.3346532577
2092,129097.61861948245
2093,124201.30096997054
2094,105676.26821872585
2095,134075.7697063689
2096,78564.38855358261
2097,95132.54292579768
2098,141581.9626450727
2099,66109.49329255747
2100,102933.53811736805
2101,110288.28931677224
2102,121516.27971229929
2103,103158.15205068416
2104,152267.99649331355
2105,128379.55673396647
2106,83109.00571546759
2107,194161.87326576948
2108,104256.53910964988
2109,102050.34872064622
2110,129321.45561721949
2111,135324.7995668302
2112,136155.71972056123
2113,112492.3697794423
2114,107677.06890588891
2115,150807.0384362652
2116,105181.01677757189
2117,136402.6061324962
2118,118344.42712391475
2119,105441.23075916876
2120,111225.05163043329
2121,90140.97557681995
2122,117066.83751785026
2123,77954.42781360711
2124,154368.27293090112
2125,150763.88328001063
2126,158959.66111289914
2127,150243.36579030743
2128,127512.35012863278
2129,94726.1132543399
2130,125659.70177841552
